"Olympics","Country","Medal","Event","Athlete","Record"
"Albertville 1992","Germany","Silver","two-man men","Markus ZIMMERMANN",""
"Albertville 1992","Germany","Bronze","two-man men","Christoph LANGEN",""
"Albertville 1992","Germany","Bronze","two-man men","Günther EGER",""
"Albertville 1992","Unified Team (ex USSR)","Silver","15km women","Svetlana PECHERSKAYA",""
"Albertville 1992","Canada","Bronze","15km women","Myriam BEDARD",""
"Albertville 1992","Germany","Gold","15km women","Antje HARVEY",""
"Albertville 1992","Norway","Bronze","giant slalom men","Kjetil Andre AAMODT",""
"Albertville 1992","Luxembourg","Silver","giant slalom men","Marc GIRARDELLI",""
"Albertville 1992","Italy","Gold","giant slalom men","Alberto TOMBA",""
"Albertville 1992","United States of America","Silver","giant slalom women","Diann ROFFE",""
"Albertville 1992","Sweden","Gold","giant slalom women","Pernilla WIBERG",""
"Albertville 1992","Austria","Silver","giant slalom women","Anita WACHTER",""
"Albertville 1992","United States of America","Gold","500m women","Bonnie BLAIR",""
"Albertville 1992","Germany","Bronze","500m women","Christa LUDING",""
"Albertville 1992","People's Republic of China","Silver","500m women","Qiaobo YE",""
"Albertville 1992","France","Silver","downhill men","Franck PICCARD",""
"Albertville 1992","Austria","Bronze","downhill men","Günther MADER",""
"Albertville 1992","Austria","Gold","downhill men","Patrick ORTLIEB",""
"Albertville 1992","France","Gold","individual","Fabrice GUY",""
"Albertville 1992","Austria","Bronze","individual","Klaus SULZENBACHER",""
"Albertville 1992","France","Silver","individual","Sylvain GUILLAUME",""
"Albertville 1992","Switzerland","Bronze","four-man men","four-man  01",""
"Albertville 1992","Germany","Silver","four-man men","four-man  01",""
"Albertville 1992","Germany","Silver","four-man men","Wolfgang HOPPE",""
"Albertville 1992","Germany","Silver","four-man men","Bogdan MUSIOL",""
"Albertville 1992","Germany","Silver","four-man men","Axel KÜHN",""
"Albertville 1992","Germany","Silver","four-man men","Rene HANNEMANN",""
"Albertville 1992","Switzerland","Bronze","four-man men","Gustav WEDER",""
"Albertville 1992","Switzerland","Bronze","four-man men","Donat ACKLIN",""
"Albertville 1992","Switzerland","Bronze","four-man men","Lorenz SCHINDELHOLZ",""
"Albertville 1992","Switzerland","Bronze","four-man men","Curdin MORELL",""
"Albertville 1992","Austria","Gold","four-man men","four-man  01",""
"Albertville 1992","Austria","Gold","four-man men","Ingo APPELT",""
"Albertville 1992","Austria","Gold","four-man men","Harald WINKLER",""
"Albertville 1992","Austria","Gold","four-man men","Gerhard HAIDACHER",""
"Albertville 1992","Austria","Gold","four-man men","Thomas SCHROLL",""
"Albertville 1992","Switzerland","Bronze","alpine combined","Steve LOCHER",""
"Albertville 1992","Italy","Gold","alpine combined","Josef POLIG",""
"Albertville 1992","Italy","Silver","alpine combined","Gianfranco MARTIN",""
"Albertville 1992","Austria","Silver","singles women","Angelika NEUNER",""
"Albertville 1992","Germany","Bronze","singles women","Susi-Lisa ERDMANN",""
"Albertville 1992","Austria","Gold","singles women","Doris NEUNER",""
"Albertville 1992","Germany","Gold","doubles ","BEHRENDT, Jan / KRAUSSE, Stefan",""
"Albertville 1992","Germany","Silver","doubles ","MANKEL, Yves / RUDOLPH, Thomas",""
"Albertville 1992","Italy","Bronze","doubles ","HUBER, Norbert / RAFFL, Hansjörg",""
"Albertville 1992","Germany","Gold","doubles ","Stefan KRAUSSE",""
"Albertville 1992","Germany","Gold","doubles ","Jan BEHRENDT",""
"Albertville 1992","Germany","Silver","doubles ","Yves MANKEL",""
"Albertville 1992","Germany","Silver","doubles ","Thomas RUDOLPH",""
"Albertville 1992","Italy","Bronze","doubles ","Hansjörg RAFFL",""
"Albertville 1992","Italy","Bronze","doubles ","Norbert HUBER",""
"Albertville 1992","Germany","Bronze","1000m women","Monique GARBRECHT-ENFELDT",""
"Albertville 1992","People's Republic of China","Silver","1000m women","Qiaobo YE",""
"Albertville 1992","United States of America","Gold","1000m women","Bonnie BLAIR",""
"Albertville 1992","Japan","Bronze","5000m relay men","5000m relay",""
"Albertville 1992","Republic of Korea","Gold","5000m relay men","5000m relay KOREA",""
"Albertville 1992","Canada","Silver","5000m relay men","5000m relay",""
"Albertville 1992","Canada","Silver","5000m relay men","Frédéric BLACKBURN",""
"Albertville 1992","Canada","Silver","5000m relay men","Laurent DAIGNAULT",""
"Albertville 1992","Canada","Silver","5000m relay men","Michel DAIGNAULT",""
"Albertville 1992","Canada","Silver","5000m relay men","Sylvain GAGNON",""
"Albertville 1992","Canada","Silver","5000m relay men","Mark LACKIE",""
"Albertville 1992","Japan","Bronze","5000m relay men","Yuichi AKASAKA",""
"Albertville 1992","Japan","Bronze","5000m relay men","Tatsuyoshi ISHIHARA",""
"Albertville 1992","Japan","Bronze","5000m relay men","Toshinobu KAWAI",""
"Albertville 1992","Japan","Bronze","5000m relay men","Tsutomu KAWASAKI",""
"Albertville 1992","Republic of Korea","Gold","5000m relay men","Ki-Hoon KIM",""
"Albertville 1992","Republic of Korea","Gold","5000m relay men","Jun-Ho LEE",""
"Albertville 1992","Republic of Korea","Gold","5000m relay men","Ji-Soo MO",""
"Albertville 1992","Republic of Korea","Gold","5000m relay men","Jae-Kun SONG",""
"Albertville 1992","Germany","Silver","3000m women","Heike WARNICKE",""
"Albertville 1992","Germany","Gold","3000m women","Gunda NIEMANN-STIRNEMANN",""
"Albertville 1992","Austria","Bronze","3000m women","Emese HUNYADY",""
"Albertville 1992","Austria","Silver","alpine combined","Anita WACHTER",""
"Albertville 1992","Austria","Gold","alpine combined","Petra KRONBERGER",""
"Albertville 1992","France","Bronze","alpine combined","Florence MASNADA",""
"Albertville 1992","Unified Team (ex USSR)","Gold","20km men","Yevgeny REDKIN",""
"Albertville 1992","Sweden","Bronze","20km men","Mikael LÖFGREN",""
"Albertville 1992","Germany","Silver","20km men","Mark KIRCHNER",""
"Albertville 1992","Netherlands","Silver","5000m men","Falko ZANDSTRA",""
"Albertville 1992","Netherlands","Bronze","5000m men","Leo VISSER",""
"Albertville 1992","Norway","Gold","5000m men","Geir KARLSTAD",""
"Albertville 1992","Japan","Bronze","1000m men","Yukinori MIYABE",""
"Albertville 1992","Germany","Gold","1000m men","Olaf ZINKE",""
"Albertville 1992","Republic of Korea","Silver","1000m men","Yoon-Man KIM",""
"Albertville 1992","Democratic People's Republic of Korea","Bronze","500m women","Ok Sil HWANG",""
"Albertville 1992","United States of America","Gold","500m women","Cathy TURNER",""
"Albertville 1992","People's Republic of China","Silver","500m women","Yan LI",""
"Albertville 1992","United States of America","Bronze","individual women","Nancy KERRIGAN",""
"Albertville 1992","United States of America","Gold","individual women","Kristi YAMAGUCHI",""
"Albertville 1992","Japan","Silver","individual women","Midori ITO",""
"Albertville 1992","Italy","Silver","Combined 5km + 10km pursuit","Stefania BELMONDO",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","Combined 5km + 10km pursuit","Elena VAELBE",""
"Albertville 1992","Unified Team (ex USSR)","Gold","Combined 5km + 10km pursuit","Ljubov EGOROVA",""
"Albertville 1992","Italy","Bronze","4x5km relay women","4x5km relay",""
"Albertville 1992","Norway","Silver","4x5km relay women","4x5km relay",""
"Albertville 1992","Unified Team (ex USSR)","Gold","4x5km relay women","4x5km relay (EX USSR)",""
"Albertville 1992","Unified Team (ex USSR)","Gold","4x5km relay women","Elena VAELBE",""
"Albertville 1992","Unified Team (ex USSR)","Gold","4x5km relay women","Raisa SMETANINA",""
"Albertville 1992","Unified Team (ex USSR)","Gold","4x5km relay women","Larissa LAZUTINA",""
"Albertville 1992","Unified Team (ex USSR)","Gold","4x5km relay women","Ljubov EGOROVA",""
"Albertville 1992","Norway","Silver","4x5km relay women","Solveig PEDERSEN",""
"Albertville 1992","Norway","Silver","4x5km relay women","Inger Helene NYBRAATEN",""
"Albertville 1992","Norway","Silver","4x5km relay women","Trude DYBENDAHL HARTZ",""
"Albertville 1992","Norway","Silver","4x5km relay women","Elin NILSEN",""
"Albertville 1992","Italy","Bronze","4x5km relay women","Bice VANZETTA",""
"Albertville 1992","Italy","Bronze","4x5km relay women","Manuela DI CENTA",""
"Albertville 1992","Italy","Bronze","4x5km relay women","Gabriella PARUZZI",""
"Albertville 1992","Italy","Bronze","4x5km relay women","Stefania BELMONDO",""
"Albertville 1992","Norway","Gold","super-G men","Kjetil Andre AAMODT",""
"Albertville 1992","Luxembourg","Silver","super-G men","Marc GIRARDELLI",""
"Albertville 1992","Norway","Bronze","super-G men","Jan Einar THORSEN",""
"Albertville 1992","Germany","Bronze","5000m women","Claudia PECHSTEIN",""
"Albertville 1992","Germany","Gold","5000m women","Gunda NIEMANN-STIRNEMANN",""
"Albertville 1992","Germany","Silver","5000m women","Heike WARNICKE",""
"Albertville 1992","Canada","Silver","ice hockey men","ice hockey",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","ice hockey (EX USSR)",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","ice hockey",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Sergei BAOUTINE",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Igor BOLDINE",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Nicolai BORSTCHEVSKI",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Viacheslav BUTSAIEV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Viacheslav BYKOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Evgeni DAVIDOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Alexey ZHAMNOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Aleksei JITNIK",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Darius KASPARAITIS",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Nikolai KHABIBULIN",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Yuri KMILEV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Andrei KOMUTOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Andrei KOVALENKO",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Alexei KOVALEV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Igor KRAVCHUK",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Vladimir MALAKOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Dmitri MIRONOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Sergei PETRENKO",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Vitali PROKOROV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Mikhail SHTALENKOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Andrei TREFILOV",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Dmitri YUCHKEVICH",""
"Albertville 1992","Unified Team (ex USSR)","Gold","ice hockey men","Sergei ZUBOV",""
"Albertville 1992","Canada","Silver","ice hockey men","David TIPPETT",""
"Albertville 1992","Canada","Silver","ice hockey men","David ARCHIBALD",""
"Albertville 1992","Canada","Silver","ice hockey men","Todd BROST",""
"Albertville 1992","Canada","Silver","ice hockey men","Sean BURKE",""
"Albertville 1992","Canada","Silver","ice hockey men","Kevin DAHL",""
"Albertville 1992","Canada","Silver","ice hockey men","Curtis GILES",""
"Albertville 1992","Canada","Silver","ice hockey men","David HANNAN",""
"Albertville 1992","Canada","Silver","ice hockey men","Gordon HYNES",""
"Albertville 1992","Canada","Silver","ice hockey men","Fabian JOSEPH",""
"Albertville 1992","Canada","Silver","ice hockey men","Joe JUNEAU",""
"Albertville 1992","Canada","Silver","ice hockey men","Trevor KIDD",""
"Albertville 1992","Canada","Silver","ice hockey men","Patrick LEBEAU",""
"Albertville 1992","Canada","Silver","ice hockey men","Chris LINDBERG",""
"Albertville 1992","Canada","Silver","ice hockey men","Eric LINDROS",""
"Albertville 1992","Canada","Silver","ice hockey men","Kent MANDERVILLE",""
"Albertville 1992","Canada","Silver","ice hockey men","Adrian PLAVSIC",""
"Albertville 1992","Canada","Silver","ice hockey men","Dan RATUSHNY",""
"Albertville 1992","Canada","Silver","ice hockey men","Bradley SCHLEGEL",""
"Albertville 1992","Canada","Silver","ice hockey men","Wallace SCHREIBER",""
"Albertville 1992","Canada","Silver","ice hockey men","Randy SMITH",""
"Albertville 1992","Canada","Silver","ice hockey men","Brian TUTT",""
"Albertville 1992","Canada","Silver","ice hockey men","Jason WOOLLEY",""
"Albertville 1992","Canada","Silver","ice hockey men","Sam ST.LAURENT",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Miloslav HORAVA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Igor LIBA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Patrick AUGUSTA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Petr BRIZA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Leo GUDAS",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Petr HRBEK",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Otakar JANECKY",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Thomas JELINEK",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Drahomir KADLEC",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Kamil KASTAK",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Robert LANG",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Ladislav LUBINA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Frantisek PROCHAZKA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Petr ROSOL",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Bedrich SCERBAN",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Jiri SLEGR",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Richard SMEHLIK",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Robert SVEHLA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Oldrich SVOBODA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Radek TOUPAL",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Peter VESELOVSKY",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Richard ZEMLICKA",""
"Albertville 1992","Czechoslovakia","Bronze","ice hockey men","Jaromir DRAGAN",""
"Albertville 1992","New Zealand","Silver","slalom women","Annelise COBERGER",""
"Albertville 1992","Austria","Gold","slalom women","Petra KRONBERGER",""
"Albertville 1992","Spain","Bronze","slalom women","Blanca FERNANDEZ OCHOA",""
"Albertville 1992","Austria","Bronze","singles men","Markus SCHMIDT",""
"Albertville 1992","Germany","Gold","singles men","Georg HACKL",""
"Albertville 1992","Austria","Silver","singles men","Markus PROCK",""
"Albertville 1992","Unified Team (ex USSR)","Silver","30km","Ljubov EGOROVA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","30km","Elena VAELBE",""
"Albertville 1992","Italy","Gold","30km","Stefania BELMONDO",""
"Albertville 1992","Unified Team (ex USSR)","Gold","7.5km women","Anfisa REZTSOVA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","7.5km women","Yelena BELOVA",""
"Albertville 1992","Germany","Silver","7.5km women","Antje HARVEY",""
"Albertville 1992","Germany","Gold","1500m women","Jacqueline BÖRNER",""
"Albertville 1992","Germany","Silver","1500m women","Gunda NIEMANN-STIRNEMANN",""
"Albertville 1992","Japan","Bronze","1500m women","Seiko HASHIMOTO",""
"Albertville 1992","United States of America","Silver","3000m relay women","3000m relay",""
"Albertville 1992","Canada","Gold","3000m relay women","3000m relay",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","3000m relay women","3000m relay (EX USSR)",""
"Albertville 1992","Canada","Gold","3000m relay women","Angela CUTRONE",""
"Albertville 1992","Canada","Gold","3000m relay women","Sylvie DAIGLE",""
"Albertville 1992","Canada","Gold","3000m relay women","Nathalie LAMBERT",""
"Albertville 1992","Canada","Gold","3000m relay women","Annie PERREAULT",""
"Albertville 1992","United States of America","Silver","3000m relay women","Darcie DOHNAL",""
"Albertville 1992","United States of America","Silver","3000m relay women","Amy PETERSON",""
"Albertville 1992","United States of America","Silver","3000m relay women","Cathy TURNER",""
"Albertville 1992","United States of America","Silver","3000m relay women","Nikki ZIEGELMEYER",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","3000m relay women","Yulia ALAGULOVA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","3000m relay women","Natalia ISSAKOVA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","3000m relay women","Viktoria TROITSKAYA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","3000m relay women","Yulia VLASOVA",""
"Albertville 1992","Austria","Gold","K90 individual (70m) men","Ernst VETTORI",""
"Albertville 1992","Austria","Silver","K90 individual (70m) men","Martin HOELLWARTH",""
"Albertville 1992","Finland","Bronze","K90 individual (70m) men","Toni NIEMINEN",""
"Albertville 1992","Republic of Korea","Bronze","1000m men","Jun-Ho LEE",""
"Albertville 1992","Canada","Silver","1000m men","Frédéric BLACKBURN",""
"Albertville 1992","Republic of Korea","Gold","1000m men","Ki-Hoon KIM",""
"Albertville 1992","Austria","Bronze","slalom men","Michael TRITSCHER",""
"Albertville 1992","Norway","Gold","slalom men","Finn Christian JAGGE",""
"Albertville 1992","Italy","Silver","slalom men","Alberto TOMBA",""
"Albertville 1992","Unified Team (ex USSR)","Gold","15km mass start","Ljubov EGOROVA",""
"Albertville 1992","Unified Team (ex USSR)","Bronze","15km mass start","Elena VAELBE",""
"Albertville 1992","Finland","Silver","15km mass start","Marjut ROLIG",""
"Lillehammer 1994","Japan","Silver","K120 team (90m) men","K120 team (90m)",""
"Lillehammer 1994","Germany","Gold","K120 team (90m) men","K120 team (90m)",""
"Lillehammer 1994","Austria","Bronze","K120 team (90m) men","K120 team (90m)",""
"Lillehammer 1994","Germany","Gold","K120 team (90m) men","Hansjoerg JAEKLE",""
"Lillehammer 1994","Germany","Gold","K120 team (90m) men","Christof DUFFNER",""
"Lillehammer 1994","Germany","Gold","K120 team (90m) men","Dieter THOMA",""
"Lillehammer 1994","Germany","Gold","K120 team (90m) men","Jens WEISSFLOG",""
"Lillehammer 1994","Japan","Silver","K120 team (90m) men","Jinya NISHIKATA",""
"Lillehammer 1994","Japan","Silver","K120 team (90m) men","Takanobu OKABE",""
"Lillehammer 1994","Japan","Silver","K120 team (90m) men","Noriaki KASAI",""
"Lillehammer 1994","Japan","Silver","K120 team (90m) men","Masahiko HARADA",""
"Lillehammer 1994","Austria","Bronze","K120 team (90m) men","Heinz KUTTIN",""
"Lillehammer 1994","Austria","Bronze","K120 team (90m) men","Christian MOSER",""
"Lillehammer 1994","Austria","Bronze","K120 team (90m) men","Stefan HORNGACHER",""
"Lillehammer 1994","Austria","Bronze","K120 team (90m) men","Andreas GOLDBERGER",""
"Lillehammer 1994","Netherlands","Silver","1500m men","Rintje RITSMA",""
"Lillehammer 1994","Norway","Gold","1500m men","Johann Olav KOSS",""
"Lillehammer 1994","Netherlands","Bronze","1500m men","Falko ZANDSTRA",""
"Lillehammer 1994","Germany","Gold","singles men","Georg HACKL",""
"Lillehammer 1994","Austria","Silver","singles men","Markus PROCK",""
"Lillehammer 1994","Italy","Bronze","singles men","Armin ZOEGGELER",""
"Lillehammer 1994","Canada","Silver","1000m women","Nathalie LAMBERT",""
"Lillehammer 1994","Republic of Korea","Bronze","1000m women","So-Hee KIM",""
"Lillehammer 1994","Republic of Korea","Gold","1000m women","Lee-Kyung CHUN",""
"Lillehammer 1994","Italy","Bronze","10km pursuit","Marco ALBARELLO",""
"Lillehammer 1994","Norway","Gold","10km pursuit","Björn DAEHLIE",""
"Lillehammer 1994","Kazakhstan","Silver","10km pursuit","Vladimir SMIRNOV",""
"Lillehammer 1994","Great Britain","Bronze","ice dancing mixed","DEAN, Christopher / TORVILL, Jayne",""
"Lillehammer 1994","Great Britain","Bronze","ice dancing mixed","Jayne TORVILL",""
"Lillehammer 1994","Great Britain","Bronze","ice dancing mixed","Christopher DEAN",""
"Lillehammer 1994","Russian Federation","Gold","ice dancing mixed","GRITCHUK, Oksana / PLATOV, Evgeny",""
"Lillehammer 1994","Russian Federation","Silver","ice dancing mixed","USOVA, Maya / ZHULIN, Aleksandr",""
"Lillehammer 1994","Russian Federation","Gold","ice dancing mixed","Pasha GRISCHUK",""
"Lillehammer 1994","Russian Federation","Gold","ice dancing mixed","Evgeny PLATOV",""
"Lillehammer 1994","Russian Federation","Silver","ice dancing mixed","Maya USOVA",""
"Lillehammer 1994","Russian Federation","Silver","ice dancing mixed","Aleksandr ZHULIN",""
"Lillehammer 1994","Switzerland","Bronze","Team","Team",""
"Lillehammer 1994","Japan","Gold","Team","Team",""
"Lillehammer 1994","Norway","Silver","Team","Team",""
"Lillehammer 1994","Japan","Gold","Team","Takanori KONO",""
"Lillehammer 1994","Japan","Gold","Team","Masashi ABE",""
"Lillehammer 1994","Japan","Gold","Team","Kenji OGIWARA",""
"Lillehammer 1994","Norway","Silver","Team","Knut APELAND",""
"Lillehammer 1994","Norway","Silver","Team","Bjarte Engen VIK",""
"Lillehammer 1994","Norway","Silver","Team","Fred Boerre LUNDBERG",""
"Lillehammer 1994","Switzerland","Bronze","Team","Hippolyt KEMPF",""
"Lillehammer 1994","Switzerland","Bronze","Team","Jean-Yves CUENDET",""
"Lillehammer 1994","Switzerland","Bronze","Team","Andreas SCHAAD",""
"Lillehammer 1994","Switzerland","Silver","four-man men","four-man  01",""
"Lillehammer 1994","Germany","Gold","four-man men","four-man  02",""
"Lillehammer 1994","Germany","Bronze","four-man men","four-man  01",""
"Lillehammer 1994","Germany","Gold","four-man men","Harald CZUDAJ",""
"Lillehammer 1994","Germany","Gold","four-man men","Karsten BRANNASCH",""
"Lillehammer 1994","Germany","Gold","four-man men","Olaf HAMPEL",""
"Lillehammer 1994","Germany","Gold","four-man men","Alexander SZELIG",""
"Lillehammer 1994","Switzerland","Silver","four-man men","Gustav WEDER",""
"Lillehammer 1994","Switzerland","Silver","four-man men","Donat ACKLIN",""
"Lillehammer 1994","Switzerland","Silver","four-man men","Kurt MEIER",""
"Lillehammer 1994","Switzerland","Silver","four-man men","Domenico SEMERARO",""
"Lillehammer 1994","Germany","Bronze","four-man men","Wolfgang HOPPE",""
"Lillehammer 1994","Germany","Bronze","four-man men","Ulf HIELSCHER",""
"Lillehammer 1994","Germany","Bronze","four-man men","Rene HANNEMANN",""
"Lillehammer 1994","Germany","Bronze","four-man men","Carsten EMBACH",""
"Lillehammer 1994","People's Republic of China","Bronze","1000m women","Qiaobo YE",""
"Lillehammer 1994","United States of America","Gold","1000m women","Bonnie BLAIR",""
"Lillehammer 1994","Germany","Silver","1000m women","Anke BAIER-LOEF",""
"Lillehammer 1994","Germany","Bronze","doubles ","KRAUSSE, STEFAN / BEHRENDT, JA",""
"Lillehammer 1994","Germany","Bronze","doubles ","Stefan KRAUSSE",""
"Lillehammer 1994","Germany","Bronze","doubles ","Jan BEHRENDT",""
"Lillehammer 1994","Italy","Gold","doubles ","HUBER, Wilfried / BRUGGER, Kurt",""
"Lillehammer 1994","Italy","Gold","doubles ","Kurt BRUGGER",""
"Lillehammer 1994","Italy","Gold","doubles ","Wilfried HUBER",""
"Lillehammer 1994","Italy","Silver","doubles ","HUBER, Norbert / RAFFL, Hansjörg",""
"Lillehammer 1994","Italy","Silver","doubles ","Hansjörg RAFFL",""
"Lillehammer 1994","Italy","Silver","doubles ","Norbert HUBER",""
"Lillehammer 1994","Canada","Bronze","aerials men","Lloyd LANGLOIS",""
"Lillehammer 1994","Canada","Silver","aerials men","Philippe LAROCHE",""
"Lillehammer 1994","Switzerland","Gold","aerials men","Andreas SCHÖNBÄCHLER",""
"Lillehammer 1994","Norway","Silver","30km mass start","Björn DAEHLIE",""
"Lillehammer 1994","Norway","Gold","30km mass start","Thomas ALSGAARD",""
"Lillehammer 1994","Finland","Bronze","30km mass start","Mika MYLLYLAE",""
"Lillehammer 1994","Great Britain","Bronze","500m men","Nicky GOOCH",""
"Lillehammer 1994","Republic of Korea","Gold","500m men","Ji-Hoon CHAE",""
"Lillehammer 1994","Italy","Silver","500m men","Mirko VUILLERMIN",""
"Lillehammer 1994","Germany","Silver","10km men","Ricco GROSS",""
"Lillehammer 1994","Russian Federation","Gold","10km men","Sergei TCHEPIKOV",""
"Lillehammer 1994","Russian Federation","Bronze","10km men","Sergei TARASOV",""
"Lillehammer 1994","France","Bronze","moguls men","Edgar GROSPIRON",""
"Lillehammer 1994","Canada","Gold","moguls men","Jean-Luc BRASSARD",""
"Lillehammer 1994","Russian Federation","Silver","moguls men","Sergei SHUPLETSOV",""
"Lillehammer 1994","Switzerland","Gold","slalom women","Vreni SCHNEIDER",""
"Lillehammer 1994","Austria","Silver","slalom women","Elfriede EDER",""
"Lillehammer 1994","Slovenia","Bronze","slalom women","Katja KOREN",""
"Lillehammer 1994","Germany","Silver","5000m women","Gunda NIEMANN-STIRNEMANN",""
"Lillehammer 1994","Germany","Gold","5000m women","Claudia PECHSTEIN",""
"Lillehammer 1994","Japan","Bronze","5000m women","Hiromi YAMAMOTO",""
"Lillehammer 1994","Italy","Silver","5km","Manuela DI CENTA",""
"Lillehammer 1994","Finland","Bronze","5km","Marja-Liisa KIRVESNIEMI",""
"Lillehammer 1994","Russian Federation","Gold","5km","Ljubov EGOROVA",""
"Lillehammer 1994","Italy","Gold","giant slalom women","Deborah COMPAGNONI",""
"Lillehammer 1994","Germany","Silver","giant slalom women","Martina ERTL",""
"Lillehammer 1994","Switzerland","Bronze","giant slalom women","Vreni SCHNEIDER",""
"Lillehammer 1994","Kazakhstan","Silver","Combined 10km + 15km pursuit","Vladimir SMIRNOV",""
"Lillehammer 1994","Norway","Gold","Combined 10km + 15km pursuit","Björn DAEHLIE",""
"Lillehammer 1994","Italy","Bronze","Combined 10km + 15km pursuit","Silvio FAUNER",""
"Lillehammer 1994","Canada","Bronze","pairs mixed","pairs",""
"Lillehammer 1994","Russian Federation","Gold","pairs mixed","GORDEYEVA, Yekaterina / GRINKOV, Sergey",""
"Lillehammer 1994","Russian Federation","Gold","pairs mixed","Yekaterina GORDEYEVA",""
"Lillehammer 1994","Russian Federation","Gold","pairs mixed","Sergey GRINKOV",""
"Lillehammer 1994","Russian Federation","Silver","pairs mixed","DMITRIYEV, Artur / MISHKUTYONOK, Natalya",""
"Lillehammer 1994","Russian Federation","Silver","pairs mixed","Natalya MISHKUTYONOK",""
"Lillehammer 1994","Russian Federation","Silver","pairs mixed","Artur DMITRIYEV",""
"Lillehammer 1994","Canada","Bronze","pairs mixed","Isabelle BRASSEUR",""
"Lillehammer 1994","Canada","Bronze","pairs mixed","Lloyd EISLER",""
"Lillehammer 1994","Germany","Bronze","15km women","Uschi DISL",""
"Lillehammer 1994","Canada","Gold","15km women","Myriam BEDARD",""
"Lillehammer 1994","France","Silver","15km women","Anne BRIAND BOUTHIAUX",""
"Lillehammer 1994","Germany","Gold","giant slalom men","Markus WASMEIER",""
"Lillehammer 1994","Switzerland","Silver","giant slalom men","Urs KAELIN",""
"Lillehammer 1994","Austria","Bronze","giant slalom men","Christian MAYER",""
"Lillehammer 1994","Switzerland","Gold","two-man men","ACKLIN, Donat / WEDER, Gustav",""
"Lillehammer 1994","Switzerland","Silver","two-man men","GOETSCHI, Reto / ACKLIN, Guido",""
"Lillehammer 1994","Italy","Bronze","two-man men","HUBER, Günther / TICCI, Stefano",""
